aluminium;ammonia;arsenic;barium;cadmium;chloramine;chromium;copper;flouride;bacteria;viruses;lead;nitrates;nitrites;mercury;perchlorate;radium;selenium;silver;uranium;is_safe
6;2909;1;2;9;9;2;8;72;0;8;11;1495;36;7;128;295;1;6;6;0
7;2618;0;23;1;9;1;3;129;0;2;1;20;72;4;94;107;8;1;7;0
4;27;7;24;2;32;1;4;108;0;2;15;69;84;3;48;142;4;7;4;0
5;1862;1;68;9;3;8;4;4;0;74;12;1304;52;0;55;13;6;2;0;0
1;504;2;11;2;0;4;5;134;22;3;95;25;137;1;318;593;1;6;7;0
5;2582;8;27;0;14;6;5;82;0;74;197;1726;88;3;125;99;1;4;7;0
3;271;5;37;9;31;1;4;108;0;1;189;667;10;7;361;14;1;8;0;0
6;2351;6;1;4;2;4;7;14;0;6;183;1353;11;1;704;625;3;3;2;0
1;2604;8;92;4;3;3;2;8;1;8;172;1674;8;1;127;13;8;7;2;0
6;2677;2;57;9;1;1;8;78;0;55;17;1801;39;3;67;19;4;7;1;0
2;395;7;61;3;33;4;3;83;0;8;194;816;43;6;175;72;1;4;5;0
9;2273;2;15;3;3;8;1;66;0;7;126;849;3;3;359;33;0;6;0;0
5;106;7;88;6;15;8;3;24;0;59;51;548;19;4;3;57;0;7;8;0
1;193;1;41;6;1;2;2;96;0;2;132;1605;28;1;55;293;2;8;2;0
1;512;6;222;9;8;8;6;65;0;95;148;915;37;0;674;11;0;3;9;0
2;171;8;12;6;55;1;3;118;0;7;112;1584;94;3;34;155;5;1;5;0
9;2693;6;274;7;8;9;3;79;0;89;7;1466;57;5;434;54;6;3;8;0
7;9;9;171;1;3;4;55;96;21;4;62;1531;194;3;9;17;3;9;4;0
8;1206;3;54;4;2;3;5;136;0;1;6;1449;2;4;143;24;3;7;5;0
8;1309;9;114;9;16;7;6;55;0;58;127;176;1;4;278;56;3;2;1;0
1;652;8;45;3;1;4;7;126;3;3;79;869;34;4;705;57;1;2;9;0
2;2793;4;95;4;15;2;8;84;0;4;43;232;51;7;738;439;9;3;9;0
5;2567;0;181;5;64;1;9;5;9;6;18;363;58;1;545;11;8;1;7;0
3;282;4;37;9;6;7;2;63;0;97;17;383;22;4;39;69;4;0;6;0
3;164;4;21;1;12;9;8;76;0;4;82;1487;14;1;255;18;2;2;1;0
6;1219;7;161;0;35;3;7;1;0;75;153;486;69;4;428;24;1;0;7;0
7;2588;1;25;7;7;6;4;59;0;8;153;1137;51;8;19;15;5;4;7;0
7;1355;7;33;8;12;2;7;15;0;91;1;141;56;6;358;148;4;5;0;0
6;2364;0;10;4;38;3;7;37;0;79;85;517;18;7;179;42;6;6;8;0
5;762;2;15;3;14;9;1;32;0;53;175;8;67;7;21;84;1;3;2;0
5;1885;4;73;4;6;0;8;13;0;79;132;94;4;6;21;466;0;2;6;0
0;1886;1;62;5;1;4;4;26;7;8;113;151;86;1;64;83;9;3;4;0
4;2756;6;51;3;13;1;4;113;5;4;53;1229;84;6;62;42;8;9;4;0
1;1301;4;216;7;34;9;7;61;0;52;95;1332;93;5;245;141;1;8;2;0
6;783;6;36;9;7;0;4;36;0;6;189;1625;18;1;22;115;1;6;5;0
9;1056;6;92;4;5;7;1;109;0;72;137;1382;7;1;21;2;9;1;3;0
6;774;2;55;7;9;3;4;32;0;65;168;243;92;3;9;61;9;2;1;0
3;2179;9;42;6;33;1;2;2;0;51;105;588;17;2;592;21;4;5;5;0
1;1143;2;124;2;14;2;7;14;6;4;86;1433;46;0;176;13;1;1;6;0
8;1985;7;91;7;16;1;9;2;0;76;121;747;73;8;206;125;7;3;9;0
2;2091;8;95;6;26;5;9;52;0;74;62;669;97;4;904;91;0;0;2;0
5;341;2;84;6;29;4;7;45;0;2;149;1877;76;4;372;272;1;2;3;0
2;287;3;15;6;47;3;6;128;0;8;177;1644;58;3;15;177;1;0;8;0
5;1313;3;59;9;3;1;8;147;5;8;123;554;57;9;283;288;3;1;5;0
5;2912;4;35;8;1;4;4;3;0;98;68;109;87;5;39;73;5;7;2;0
5;213;1;189;2;2;9;1;83;0;77;9;1138;5;4;668;141;9;7;8;0
3;731;8;57;5;67;8;71;126;75;75;102;1896;143;6;329;528;3;9;7;0
1;253;4;78;3;1;6;17;15;0;7;184;267;85;1;92;82;0;8;5;0
1;2068;1;8;7;1;1;7;1;0;84;139;1588;44;1;539;322;8;7;7;0
8;289;8;19;7;15;4;7;75;0;79;25;1592;71;2;651;31;7;2;3;0
8;842;9;4;4;1;2;4;9;0;58;93;1016;22;3;24;34;5;1;5;0
9;955;7;86;4;29;6;6;66;6;8;101;722;96;9;27;226;4;1;1;0
6;796;5;97;6;3;7;98;23;93;93;164;53;177;7;371;6;6;8;5;0
1;1955;9;239;8;7;8;37;49;14;7;185;1174;219;1;826;113;6;2;2;0
5;2736;5;254;1;29;1;1;22;0;8;85;329;71;8;149;55;9;3;3;0
9;1787;1;4;5;0;6;8;121;0;83;105;823;51;3;576;558;4;3;5;0
1;1956;5;51;1;1;1;3;73;0;0;3;1401;87;5;138;17;3;3;2;0
6;175;6;42;2;37;6;2;97;0;6;12;89;18;3;11;15;1;3;7;0
1;2895;5;175;7;9;7;7;142;0;10;82;113;71;6;285;66;0;3;5;0
6;859;6;58;9;18;7;2;76;0;51;86;1031;67;0;241;357;2;5;8;0
1;1013;4;35;2;36;9;3;148;0;75;147;825;8;7;232;15;2;1;2;0
4;1229;1;48;0;24;9;3;68;0;6;53;1771;27;8;673;25;1;5;4;0
0;2271;8;9;3;1;6;4;62;0;6;137;1486;37;4;13;4;1;2;5;0
0;1877;5;73;5;4;5;3;69;0;55;153;591;45;7;879;49;1;0;8;0
2;1345;2;46;2;13;8;6;125;0;7;129;1572;64;3;141;116;3;9;7;0
1;317;8;91;2;2;0;2;86;0;87;19;1616;62;7;61;2;1;2;8;0
6;2214;4;38;5;26;4;4;66;0;58;71;1352;8;8;706;51;5;4;6;0
8;1805;7;31;2;43;7;1;59;0;7;169;503;9;4;752;115;7;5;1;0
3;201;1;62;9;8;4;8;129;0;86;47;752;12;2;821;223;4;4;2;0
3;2103;0;154;0;0;8;1;116;0;79;49;1688;3;6;483;78;7;6;0;0
1;1673;5;39;7;2;6;0;109;0;57;101;1034;6;1;42;68;4;8;1;0
4;1464;5;14;2;4;2;7;1;0;76;52;1491;2;9;79;85;1;6;5;0
6;1561;1;154;3;8;8;4;86;0;64;32;1007;41;6;167;472;3;1;6;0
5;852;3;19;8;4;3;9;68;0;6;127;1508;6;6;65;199;0;5;1;0
4;2187;5;46;1;1;1;2;58;0;96;191;999;23;8;733;249;2;6;8;0
9;11;7;73;5;1;1;144;142;31;7;177;103;127;2;704;38;6;5;6;0
0;2593;3;82;8;8;3;7;3;0;4;162;231;31;8;24;81;1;8;0;0
3;193;2;31;8;1;8;133;137;9;8;42;1175;21;1;886;19;7;2;2;0
1;90;4;32;2;37;8;4;28;0;53;182;186;19;9;8;83;8;6;9;0
1;1398;7;257;2;4;6;7;5;1;8;36;208;71;8;689;39;1;5;2;0
6;1312;6;47;2;3;7;4;69;0;82;53;108;49;5;3;426;5;8;7;0
7;1982;8;57;1;55;3;3;12;0;77;112;1009;93;1;114;63;1;1;6;0
8;2242;2;212;1;4;4;1;133;5;1;166;1159;3;6;362;6;7;6;8;0
7;23;5;46;5;52;8;1;89;0;67;136;1427;82;6;44;325;9;4;1;0
1;1895;5;5;7;4;7;3;10;0;92;86;946;42;7;257;246;3;3;8;0
5;179;4;266;6;4;8;6;22;0;99;108;806;33;5;22;27;1;6;7;0
3;2682;0;6;8;3;8;2;99;0;75;71;31;4;2;1215;82;0;4;5;0
8;1631;6;29;9;58;1;6;34;0;85;65;1786;15;3;309;46;1;3;1;0
7;1527;5;34;2;6;1;8;143;0;89;8;191;32;8;11;318;6;3;8;0
2;207;9;41;8;6;1;1;62;0;1;17;199;73;7;74;23;1;9;3;0
9;1785;2;203;6;19;6;6;54;0;9;126;1756;4;9;373;196;1;1;2;0
6;2351;3;22;2;4;5;5;107;0;7;101;116;68;8;266;321;9;9;3;0
4;1877;8;7;1;9;1;3;9;0;91;103;437;85;6;444;7;3;9;5;0
4;2138;7;31;8;1;3;7;58;0;52;11;184;8;9;443;75;8;9;8;0
7;345;9;92;2;44;3;5;129;4;8;145;847;48;6;1031;448;5;8;6;0
1;766;3;67;8;2;9;3;146;0;58;61;896;81;4;74;47;3;0;6;0
0;1585;0;58;3;29;4;2;124;0;83;109;479;18;1;29;34;3;3;1;0
5;1913;5;58;7;31;5;0;86;0;5;197;1365;89;1;623;436;8;1;7;0
4;542;9;5;2;9;2;3;33;0;7;21;186;21;7;582;34;1;4;8;0
4;1397;5;46;1;6;4;2;11;0;67;135;975;46;6;439;466;8;3;2;0
1;2082;3;87;2;51;4;53;95;19;4;11;1228;196;6;266;51;3;5;5;0
8;107;3;2;1;16;6;3;108;0;71;16;141;1;4;96;6;2;3;5;0
1;1383;8;32;8;3;9;0;99;5;3;78;1416;77;6;26;32;7;9;1;0
4;2109;3;253;1;44;1;7;9;0;65;1;201;54;3;86;28;8;5;5;0
0;817;5;117;5;4;2;118;88;28;1;32;381;177;3;979;51;6;1;7;0
9;826;65;101;11;367;57;3;3;28;0;69;123;187;4;3798;173;5;43;4;0
34;2539;63;195;1;247;34;5;91;66;66;182;1596;192;6;5708;484;8;5;5;0
4;2691;3;433;2;58;79;5;148;34;9;31;994;232;1;626;111;9;14;8;0
5;243;8;1;2;9;7;8;98;0;2;167;1466;3;4;311;56;8;3;8;0
7;1146;3;114;8;6;9;5;149;0;58;16;603;86;0;768;125;0;2;0;0
3;99;9;13;1;14;4;6;43;0;8;114;1269;2;8;656;9;2;2;6;0
2;2606;2;76;5;0;8;8;29;0;96;167;1505;26;2;243;58;6;6;6;0
5;868;3;4;8;1;3;5;14;0;4;69;843;15;7;263;103;8;5;9;0
5;1892;3;33;1;1;5;138;126;48;7;152;442;164;1;3;98;6;7;6;0
2;2867;1;10;1;3;4;4;104;8;7;141;648;67;6;339;63;5;2;8;0
5;54;1;62;6;4;0;6;142;0;2;103;1616;83;6;111;81;7;8;0;0
4;1357;0;86;6;17;9;6;36;0;8;71;187;6;4;864;155;4;7;2;0
0;274;4;39;5;3;0;4;104;0;1;79;1505;44;5;37;24;1;1;3;0
6;76;0;13;0;17;4;5;12;0;3;82;1891;39;8;446;31;2;6;8;0
7;2211;5;41;1;2;7;0;51;0;86;48;179;12;5;237;181;7;5;7;0
4;892;9;273;8;1;4;9;68;0;63;162;114;19;5;421;294;9;1;6;0
3;327;6;47;2;9;6;111;119;72;72;1;287;144;1;35;4;4;1;2;0
6;1262;8;5;2;18;1;1;4;0;4;85;1196;47;8;679;17;1;5;5;0
2;2056;2;168;3;5;7;1;144;0;56;12;942;15;4;394;11;7;3;8;0
3;2595;6;92;7;7;8;6;42;0;6;107;1324;16;9;24;34;4;6;0;0
6;402;6;4;3;25;2;5;55;0;2;135;523;95;4;418;17;4;5;4;0
3;2915;6;3;9;12;9;1;0;0;8;91;1733;26;1;284;61;9;7;0;0
2;1555;8;197;2;3;2;2;124;0;6;193;1729;91;1;147;8;9;1;5;0
7;256;8;107;1;3;8;1;91;0;5;13;110;68;6;92;597;5;8;8;0
3;607;9;205;2;15;7;1;51;0;77;12;111;63;8;368;94;2;4;4;0
5;2253;2;62;6;35;5;7;87;0;8;79;864;6;7;232;526;6;1;5;0
3;2493;1;246;9;7;6;4;141;8;6;49;964;46;6;725;76;3;1;0;0
1;144;0;88;4;14;5;6;26;0;69;182;149;34;8;405;63;1;9;5;0
0;142;2;22;5;4;3;4;53;0;2;11;1373;72;9;824;14;4;7;0;0
0;621;2;19;1;2;6;9;135;0;2;31;1699;2;7;792;79;8;6;8;0
5;2193;3;35;2;13;3;3;10;0;7;109;192;54;1;67;58;4;9;5;0
4;2301;2;189;7;38;8;2;124;0;75;124;191;11;8;147;7;8;1;6;0
7;2908;6;21;1;34;7;8;13;0;73;86;479;31;1;113;378;7;1;3;0
2;2605;1;97;1;61;6;1;8;0;51;25;1373;85;2;68;25;8;6;6;0
1;919;3;71;8;9;8;7;87;0;67;18;1122;26;3;561;5;7;4;1;0
8;1957;0;20;4;33;9;9;119;0;1;79;812;99;8;113;62;3;9;0;0
9;829;9;58;8;21;2;7;104;8;1;64;1372;7;7;19;23;0;5;8;0
4;2099;5;62;1;9;0;5;19;0;72;89;16;79;4;27;349;1;1;3;0
5;2769;3;48;1;0;8;8;141;0;74;119;1167;84;9;9;273;6;8;1;0
7;172;8;9;8;15;4;6;10;0;5;152;1652;56;6;681;55;7;1;6;0
2;969;7;131;1;9;1;5;143;0;58;144;16;62;9;83;2;5;1;1;0
0;192;6;149;1;37;5;8;8;0;4;124;1277;88;1;1189;26;1;0;4;0
7;2772;7;17;5;2;9;7;104;0;10;105;438;68;9;41;27;6;3;3;0
4;982;7;31;7;2;8;1;133;0;6;164;265;91;0;112;9;1;5;1;0
4;1953;5;66;9;7;6;1;59;0;7;24;334;13;2;71;477;6;4;9;0
6;2581;0;96;4;2;6;7;143;0;92;4;418;2;7;746;19;1;3;1;0
6;761;4;152;6;18;2;2;74;5;3;75;426;12;3;255;694;5;4;0;0
7;2472;0;12;1;4;9;7;10;0;67;182;1169;2;4;13;39;7;9;0;0
7;114;7;65;5;6;1;0;96;0;4;62;1469;53;3;81;13;3;6;4;0
2;1057;1;82;3;5;3;55;19;72;72;89;24;16;4;155;14;1;3;3;0
7;162;0;4;5;19;5;1;119;0;1;194;6;43;9;812;423;8;2;2;0
4;1542;2;15;0;1;5;5;78;0;61;38;697;98;9;528;25;9;6;3;0
1;2101;2;33;5;8;3;0;119;0;7;157;1087;41;0;544;363;4;0;2;0
8;783;0;18;6;2;6;153;104;8;1;64;1395;241;7;538;315;0;1;8;0
2;1879;8;22;5;3;6;7;139;0;8;116;311;44;1;109;486;6;2;8;0
1;541;6;93;7;54;5;4;15;0;79;118;1134;26;2;409;21;1;3;6;0
5;1508;8;27;6;5;5;104;119;18;1;79;89;179;8;767;416;3;7;0;0
3;826;7;99;6;5;2;0;82;0;5;37;1327;67;0;222;76;0;8;1;0
1;819;1;45;1;28;9;8;4;2;2;125;71;31;8;427;317;1;3;4;0
6;23;5;89;5;19;7;7;145;0;58;67;1279;36;7;1286;18;4;5;1;0
1;2212;3;68;9;5;5;8;123;0;56;49;1867;18;7;91;2;6;5;0;0
4;1846;9;113;1;7;0;8;143;0;3;8;1754;46;5;566;182;2;9;6;0
7;29;5;74;6;34;9;3;84;0;6;7;365;46;1;342;25;1;7;1;0
9;804;3;169;8;1;9;6;78;0;89;101;1211;22;8;981;258;2;7;4;0
1;12;4;7;2;56;3;8;36;0;7;187;42;38;2;1118;123;6;3;6;0
5;2402;1;25;9;4;0;89;141;74;74;119;1238;204;9;398;593;6;2;1;0
5;2821;9;73;0;3;1;2;116;0;98;191;1096;77;7;836;28;3;5;7;0
7;424;9;18;2;27;1;6;125;0;6;164;1115;85;2;33;296;6;5;4;0
3;2508;1;57;8;41;3;5;127;0;82;41;1688;92;9;37;198;5;9;7;0
3;2802;4;9;1;17;1;5;82;0;8;88;1594;85;0;276;31;5;1;2;0
9;2495;8;57;6;5;5;3;87;0;1;33;1862;44;4;895;75;8;9;4;0
5;1365;2;36;3;48;8;8;45;0;3;185;96;39;3;428;647;7;5;1;0
3;1218;3;145;5;24;1;2;17;0;66;124;1662;99;9;601;1;7;8;2;0
7;103;4;257;5;2;9;8;79;0;73;59;483;98;6;362;331;6;6;5;0
1;2425;2;77;4;6;3;3;7;0;77;172;1448;13;4;2;208;2;2;5;0
5;250;2;85;1;8;7;4;132;0;85;192;1328;69;2;1134;52;9;2;9;0
9;1069;7;24;8;21;9;6;88;0;1;32;323;14;3;575;557;6;1;7;0
0;220;4;1;4;38;8;9;95;0;4;11;1218;76;6;61;204;3;2;5;0
4;129;3;71;7;6;6;7;119;0;72;1;283;96;1;37;23;4;8;2;0
2;2294;3;47;9;5;6;5;126;0;7;152;395;58;1;473;92;6;4;6;0
0;116;2;94;8;9;1;5;126;0;75;102;1818;66;6;476;587;3;7;7;0
8;1555;8;32;1;5;4;1;23;0;93;164;503;45;7;147;84;6;2;5;0
3;2342;1;32;4;7;3;1;49;0;7;185;1124;2;1;471;1;6;3;2;0
9;2272;9;68;4;7;8;7;137;9;8;42;1136;49;1;765;33;7;2;2;0
5;1706;1;48;0;0;0;5;142;0;7;177;19;6;2;383;196;6;2;6;0
9;1881;3;47;4;5;6;6;82;0;7;122;216;23;7;145;66;1;5;4;0
6;2069;4;98;9;5;2;1;66;0;76;11;967;34;6;725;279;8;3;4;0
9;67;8;77;1;29;7;109;4;2;2;125;772;135;8;1164;154;1;1;4;0
1;391;2;91;7;38;1;6;44;0;68;157;1547;21;2;375;169;4;1;4;0
3;1373;1;7;8;16;8;4;28;0;52;197;805;4;6;253;13;6;9;8;0
1;2583;7;71;1;7;8;4;129;0;62;122;1241;28;7;478;46;4;6;8;0
5;45;9;121;3;15;1;7;112;1;1;108;936;61;9;387;28;2;4;7;0
0;963;5;6;1;8;1;1;127;0;61;87;1637;7;9;882;123;9;6;5;0
9;1702;4;79;0;2;7;6;5;0;5;44;271;92;1;5;631;4;8;3;0
8;2289;3;94;2;38;8;9;138;0;3;191;1827;9;9;437;161;5;6;2;0
7;2339;9;34;3;29;8;9;43;4;3;89;1477;29;5;46;32;3;6;3;0
2;2265;8;247;1;19;4;9;127;8;8;194;1332;48;5;178;265;8;8;7;0
5;1897;2;62;9;5;7;7;4;0;76;198;1069;91;6;188;329;6;8;2;0
1;327;8;12;5;3;8;46;143;43;3;8;1804;184;5;951;2;2;1;6;0
9;2888;5;4;3;2;9;7;106;0;82;12;663;54;1;14;137;4;1;4;0
6;2158;4;2;8;15;9;4;66;9;8;17;1617;95;6;28;79;2;6;2;0
2;2087;6;56;0;36;7;1;143;0;71;61;1779;6;4;2;161;5;6;3;0
9;463;9;62;5;2;4;8;89;0;55;164;849;58;1;876;85;8;4;9;0
3;1608;5;8;1;45;0;1;25;2;0;83;622;29;9;446;22;2;1;0;0
6;472;9;79;7;43;7;4;42;0;75;7;1232;36;5;78;98;0;2;3;0
3;919;3;15;1;4;8;1;29;0;78;185;1275;48;6;305;76;3;6;4;0
4;1831;8;58;4;17;7;9;5;0;7;136;1877;38;1;356;267;2;5;2;0
2;1879;1;16;3;12;2;9;101;0;8;45;209;97;5;617;47;1;6;1;0
2;195;2;13;8;5;4;9;26;0;9;23;1078;28;3;227;33;6;1;4;0
4;1013;2;8;1;2;9;3;118;0;75;92;708;83;2;226;278;7;4;7;0
3;1584;2;131;6;19;2;6;121;0;65;42;1034;45;5;106;29;6;2;5;0
7;1472;8;261;2;1;9;8;73;0;53;132;413;13;7;32;21;5;3;5;0
8;8;7;39;1;57;6;8;89;9;5;184;102;25;1;158;74;0;4;8;0
1;1191;5;69;1;23;7;7;129;0;82;72;1275;43;6;269;85;2;5;4;0
1;191;1;27;1;1;7;2;76;0;57;155;789;98;2;1109;88;1;9;8;0
3;1581;5;87;9;12;9;73;82;7;7;122;259;238;7;283;79;1;7;4;0
5;109;5;6;0;41;0;2;52;0;3;88;86;61;7;657;226;1;1;1;0
4;1861;8;6;2;9;2;8;74;0;5;74;1864;48;8;8;238;5;8;4;0
1;2714;4;6;4;14;8;9;22;0;69;64;1259;8;4;29;199;3;1;7;0
6;1862;4;36;3;26;4;3;65;9;6;34;1099;33;8;614;287;6;9;2;0
9;2335;1;3;8;4;6;2;103;0;9;137;1015;19;2;222;33;6;7;2;0
1;1213;5;1;8;24;1;8;146;0;4;113;98;27;6;85;234;9;8;7;0
8;1601;2;72;0;3;5;1;116;0;51;44;517;48;6;31;206;4;9;8;0
9;1748;2;6;9;1;3;7;14;0;3;102;847;44;2;408;3;1;9;4;0
8;2022;4;38;2;2;5;9;59;7;8;159;1825;55;8;18;12;1;2;9;0
9;2588;1;213;9;8;5;2;9;0;83;138;1049;21;9;1138;11;9;1;5;0
4;11;7;3;1;4;3;88;145;58;58;67;130;131;7;8;493;4;8;1;0
8;502;5;152;4;25;1;5;139;0;87;47;277;98;1;163;17;9;4;8;0
9;1422;6;69;8;8;1;5;37;0;98;156;1015;19;8;301;231;5;1;0;0
8;1265;5;8;2;2;9;3;53;0;96;158;1157;77;2;203;81;3;3;3;0
4;853;6;71;2;5;7;132;123;56;56;49;1953;178;7;214;27;6;8;0;0
9;2872;0;52;4;0;6;2;36;0;78;159;1348;7;8;37;198;7;6;7;0
4;2741;6;47;9;4;9;8;98;0;4;181;592;77;8;26;11;7;2;1;0
4;1469;5;52;2;9;6;1;24;0;5;5;1678;38;2;208;5;4;4;3;0
2;1558;6;81;4;1;5;2;61;0;10;38;1126;61;6;152;291;2;9;8;0
6;362;1;18;9;2;5;5;7;0;79;164;65;66;1;729;78;6;3;4;0
7;549;8;75;9;8;3;4;133;0;59;136;1106;48;8;736;89;1;5;1;0
2;106;7;246;1;7;4;9;139;7;6;176;345;46;8;569;12;3;4;5;0
7;1074;9;42;5;5;9;7;32;0;6;41;1858;36;9;53;50;6;7;8;0
7;1647;2;5;3;41;2;8;92;0;6;172;613;21;4;415;361;8;1;1;0
6;941;7;77;7;6;2;9;1;0;5;148;1033;7;7;258;77;6;1;2;0
1;268;4;82;2;7;1;5;93;0;5;7;1593;93;2;101;182;6;2;2;0
0;94;0;32;4;18;6;7;48;0;1;5;1788;43;0;451;538;9;8;0;0
4;1877;7;51;4;53;3;184;75;0;92;142;80;91;4;138;79;2;1;9;0
3;1108;3;9;6;13;7;181;38;9;6;83;829;8;7;25;179;5;6;0;0
1;-7;62;159;11;26;85;1;34;53;53;1;502;134;7;689;653;7;27;5;0
6;2675;1;33;4;62;2;132;59;18;8;122;1567;197;9;125;65;4;1;5;0
1;2385;6;49;4;1;4;82;1;79;79;44;1421;172;5;527;92;4;2;3;0
1;1842;7;9;9;3;2;68;136;74;74;126;151;101;7;4;5;1;4;8;0
8;411;4;2;1;3;6;132;83;6;6;72;751;112;0;782;243;6;4;0;0
5;2;6;94;1;7;7;8;36;64;64;87;688;107;1;36;93;3;5;8;0
1;114;5;157;1;33;2;105;31;26;2;17;73;18;1;932;314;4;2;6;0
9;432;4;59;1;0;3;11;146;75;75;5;738;103;2;464;197;7;0;7;0
5;2376;2;1;7;4;0;199;81;19;1;98;377;165;3;19;393;1;4;2;0
6;32;5;32;2;63;7;36;114;22;2;65;12;189;1;721;88;2;2;6;0
2;267;4;96;7;9;9;75;126;87;87;97;43;129;6;87;8;7;5;8;0
3;2856;2;32;0;29;7;1;128;77;77;144;206;193;2;558;27;2;1;7;0
9;78;5;18;6;35;8;195;56;94;94;6;1578;20;9;339;315;1;2;1;0
1;1368;7;102;7;9;3;36;37;45;1;33;955;138;5;5;8;5;9;6;0
7;2525;7;25;8;2;6;87;29;58;58;195;827;19;7;108;82;6;7;2;0
3;2403;9;27;3;33;6;133;18;81;81;41;1578;181;1;121;6;0;5;7;0
8;1425;7;11;9;1;7;75;9;84;84;183;1136;198;1;48;177;3;1;5;0
4;2906;9;233;8;4;4;182;44;14;1;22;1461;176;7;212;84;3;1;6;0
9;145;2;16;6;48;1;113;143;63;63;152;666;115;5;3;64;5;6;5;0
6;1795;7;85;7;6;7;16;23;44;7;93;708;166;4;13;615;5;1;5;0
6;623;0;20;4;25;1;144;58;21;6;66;6;127;3;142;39;5;7;2;0
6;2427;2;42;1;39;6;127;21;67;67;92;521;124;1;232;372;8;5;9;0
4;1343;7;96;3;17;3;5;1;42;0;165;1082;159;6;228;144;7;2;9;0
6;4;5;291;1;3;8;3;124;51;51;98;109;12;3;291;6;4;3;5;0
5;524;4;2;8;16;8;4;6;39;9;16;25;14;2;62;584;5;3;8;0
9;2855;1;73;5;16;3;143;19;92;92;97;1055;12;1;45;161;7;6;1;0
2;2707;6;28;3;5;8;75;2;69;69;104;513;131;6;533;211;3;7;8;0
2;585;4;2;2;18;3;133;58;22;2;168;1761;199;8;961;145;5;1;5;0
7;2603;5;15;0;52;5;175;19;9;9;45;435;132;7;635;299;2;0;6;0
1;12;6;206;3;19;6;18;91;78;78;174;709;183;5;207;149;7;2;6;0
6;2481;1;14;9;7;5;4;59;61;61;4;1849;138;1;14;64;3;3;2;0
4;1089;1;15;8;23;7;15;23;18;7;166;1615;136;3;255;344;7;8;7;0
2;256;6;58;1;51;5;4;79;63;63;122;746;172;9;17;34;7;2;1;0
0;2225;7;9;4;15;9;61;35;86;86;132;797;196;0;7;34;3;8;1;0
6;2353;3;72;7;9;5;86;134;97;97;86;152;111;2;184;78;4;9;1;0
9;2739;7;85;8;3;1;93;85;1;1;167;1541;129;1;1284;98;7;0;0;0
4;2878;1;4;2;38;2;26;16;91;91;176;638;12;9;541;207;5;9;9;0
5;1973;5;14;5;5;9;105;68;39;1;159;745;181;4;363;287;2;6;3;0
7;1132;3;89;0;37;8;92;12;2;2;1;1855;193;2;181;243;1;2;4;0
4;2891;6;295;4;14;3;9;71;84;84;115;86;174;4;331;83;8;1;1;0
4;662;8;6;2;3;6;2;115;61;61;133;745;165;0;59;237;3;4;2;0
3;61;7;18;8;2;1;129;83;16;1;152;1329;141;5;432;272;8;9;9;0
1;1688;6;7;6;57;3;174;66;7;8;91;42;185;8;75;96;2;9;5;0
9;1973;9;67;7;55;5;4;109;65;65;14;298;106;5;36;17;8;7;4;0
5;2504;5;95;6;11;9;172;49;6;6;93;75;123;9;98;22;2;7;7;0
3;1593;4;12;1;6;7;1;108;99;99;2;1802;188;3;345;3;4;7;1;0
1;1921;5;16;7;56;0;195;116;94;94;47;418;131;8;913;153;3;4;1;0
2;277;0;22;3;1;4;2;64;18;7;132;417;185;4;18;86;6;1;4;0
8;2748;4;31;0;11;4;85;121;4;2;103;1306;174;1;1243;224;7;9;3;0
0;432;4;27;4;27;1;193;45;63;63;124;383;161;7;725;2;5;5;2;0
7;256;4;89;3;3;5;177;6;75;75;98;75;199;9;5;95;4;9;5;0
4;1998;2;243;3;14;7;143;134;76;76;69;671;119;2;935;113;0;5;3;0
5;1968;6;48;0;9;6;108;7;87;87;106;973;112;8;33;19;2;1;7;0
1;1762;5;206;1;1;4;198;28;89;89;11;938;143;7;227;52;2;6;3;0
1;1874;9;125;4;4;9;36;64;69;69;5;116;156;1;138;97;7;8;5;0
9;2689;4;39;1;65;1;123;84;33;5;63;1096;139;1;39;44;5;6;5;0
1;1595;0;67;2;46;2;99;87;39;2;17;494;166;1;192;11;3;5;7;0
4;2098;3;182;1;28;4;96;145;44;7;39;55;198;5;96;113;6;8;3;0
7;892;2;54;6;0;8;149;145;42;9;159;27;124;1;83;152;4;5;0;0
7;1421;7;166;7;7;4;16;101;76;76;168;1785;101;9;45;144;7;0;0;0
4;1906;6;1;9;3;1;138;13;36;2;117;1884;12;1;669;58;8;5;1;0
8;1;1;276;6;1;9;4;61;21;1;89;919;107;4;104;37;4;6;6;0
4;1072;7;88;5;52;3;98;79;72;72;115;122;115;2;136;66;5;8;7;0
3;2881;1;68;1;8;9;173;6;42;3;64;1542;199;4;61;359;6;3;1;0
9;2872;7;113;3;37;3;176;33;17;0;126;457;16;8;724;247;5;6;8;0
1;1379;9;202;8;5;2;48;148;6;1;117;319;139;4;1016;258;6;0;9;0
5;215;6;85;7;7;6;44;67;59;59;42;1534;168;6;17;86;5;6;2;0
2;1692;7;39;8;12;2;167;2;1;7;28;1408;172;9;236;498;6;4;3;0
3;1362;1;46;6;8;0;81;127;53;53;57;1718;135;5;15;15;7;9;1;0
9;2072;0;46;1;4;8;75;125;28;2;83;1532;101;5;117;257;5;2;4;0
1;1395;6;24;4;2;1;164;139;3;5;156;1569;122;3;279;89;3;0;6;0
6;2731;4;51;8;5;8;6;103;44;7;142;169;152;2;45;48;9;5;2;0
